"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","#GOP is in a real ""pickle""! After a #Trump loss the won't be able to rid themselves of him. He will be like a decal<U+2026> https://t.co/TAaftsqxBb",FALSE,0,NA,2016-10-20 09:22:56,TRUE,NA,"789034155694850049",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DanielMHoltz",0,FALSE,FALSE,NA,NA
"2","RT @FrankLuntz: Even Hillary-leaners trust Trump's economic talk more than hers.  #DebateNight https://t.co/6UyB9t0nxV",FALSE,0,NA,2016-10-20 09:22:56,FALSE,NA,"789034155623407616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","taylor_kline",7125,TRUE,FALSE,NA,NA
"3","RT @ananavarro: Trump bringing Obama's Kenyan 1/2 brother to debate to get in HRC's head. Cuz she was born in IL which must make her Mexica<U+2026>",FALSE,0,NA,2016-10-20 09:22:56,FALSE,NA,"789034155484913664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ReneeNWhitfield",3527,TRUE,FALSE,NA,NA
"4","RT @Hakaichin: Quand Trump sera <U+00E9>lu j'suis s<U+00FB>re que les purges dans American Nightmare seront autoris<U+00E9>es",FALSE,0,NA,2016-10-20 09:22:56,FALSE,NA,"789034155250245632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tearsoftravel",3246,TRUE,FALSE,NA,NA
"5","RT @HillaryClinton: Here's how Trump reacts when he loses an Emmy, the Iowa caucus, a primary, and polls. So yeah, he seems fit for the pre<U+2026>",FALSE,0,NA,2016-10-20 09:22:56,FALSE,NA,"789034155225088000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Semkae",14283,TRUE,FALSE,NA,NA
"6","RT @PpollingNumbers: National Post #Debate YouGov Poll
Among Undecided And 3rd Party Candidate Supporters:

Trump 61 (+22)
Clinton 39

http<U+2026>",FALSE,0,NA,2016-10-20 09:22:56,FALSE,NA,"789034155111833600",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","christianbal4",1268,TRUE,FALSE,NA,NA
"7","RT @DavidPapp: Stephen Colbert trolls Trump for his lack of Emmys https://t.co/FkbBTSqIwm",FALSE,0,NA,2016-10-20 09:22:56,FALSE,NA,"789034154994393088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DetectlveHolder",10,TRUE,FALSE,NA,NA
"8","RT @OccupyDemocrats: #Election2016 News: FOX News: Trump Committed Political Suicide At The Debate https://t.co/0MlXmUxjOP",FALSE,0,NA,2016-10-20 09:22:56,FALSE,NA,"789034154897895424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mich831",11,TRUE,FALSE,NA,NA
"9","RT @Kris_Sacrebleu: Heartbreaking to me that my country elevates someone who is as anti-intellectual as Trump is. 

#DebateNight",FALSE,0,NA,2016-10-20 09:22:56,FALSE,NA,"789034154637885440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bomchikybombom",44,TRUE,FALSE,NA,NA
"10","RT @ananavarro: 13% of Latinos favor Trump. Reality check: Most Latinos think Trump's a ""bad hombre"". And we know how to pronounce it. Un h<U+2026>",FALSE,0,NA,2016-10-20 09:22:56,FALSE,NA,"789034154448916480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","juybay",4669,TRUE,FALSE,NA,NA
"11","@realDonaldTrump @FrankLuntz   Franky, show me a graph of Trump supporters financial IQ Vs Clinton supporters<ed><U+00A0><U+00BE><ed><U+00B4><U+0097>",FALSE,0,"realDonaldTrump",2016-10-20 09:22:56,FALSE,"788955427975393281","789034154302189569","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","19jim472",0,FALSE,FALSE,NA,NA
"12","@bgittleson @rtrn94 @ryanstruyk I hear Trump is campaigning for derogatory term limits",FALSE,0,"bgittleson",2016-10-20 09:22:56,FALSE,"788855463198781441","789034153966796800","48415072","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","theangelremiel",0,FALSE,FALSE,NA,NA
"13","RT @MeghanRienks: Can someone just give Donald Trump a talk show so he can get the attention he so desperately seeks and leave this damn el<U+2026>",FALSE,0,NA,2016-10-20 09:22:56,FALSE,NA,"789034153941561345",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","maddexic",450,TRUE,FALSE,NA,NA
"14","@ryan_stl1 i mean Rubio and trump were 1 &amp; 2 or 2 &amp; 1. Either way, realistically they were the only ones who could beat Hillary",FALSE,0,"KingKurmudgeon",2016-10-20 09:22:56,FALSE,"789033791419449344","789034153878716416","221134449","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KingKurmudgeon",0,FALSE,FALSE,NA,NA
"15","DEBAT CAPRES AS: Trump Indikasikan Bakal Tolak Hasil Pilpres https://t.co/YH2y5C5FqJ",FALSE,0,NA,2016-10-20 09:22:56,FALSE,NA,"789034153840959488",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Uang_Kita",0,FALSE,FALSE,NA,NA
"16","RT @Green_Footballs: One of my favorite moments in the debate: when Trump said <U+201C>Nobody respects women more than me<U+201D> and the audience laughe<U+2026>",FALSE,0,NA,2016-10-20 09:22:56,FALSE,NA,"789034153807343616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jinarbry",106,TRUE,FALSE,NA,NA
"17","Hoe #SickHillary via Fraude verkiezingen denkt te winnen! Waarom duikt #media hier niet op? Trump noemt vrouw dik i<U+2026> https://t.co/EaKCDVjkBt",FALSE,0,NA,2016-10-20 09:22:56,TRUE,NA,"789034153421443072",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Pjotre7",0,FALSE,FALSE,NA,NA
"18","@_DAGOSPIA_ https://t.co/2cUFEsLoZw ed entrambi le strutture di partito (democratici e repubblicani) sono visceralmente contro #trump",FALSE,0,"_DAGOSPIA_",2016-10-20 09:22:56,FALSE,"789031955019038720","789034153081724928","70971449","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","angeloghinelli",0,FALSE,FALSE,NA,NA
"19","RT @FrankLuntz: Hillary's Clinton Foundation answer was a disaster.

Trump scored yet again by pointing out its corruption. #debate https:/<U+2026>",FALSE,0,NA,2016-10-20 09:22:56,FALSE,NA,"789034152540504064",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DachsiesWMoxie",8422,TRUE,FALSE,NA,NA
"20","#VS2016 debat: WELLES! NIETES!
Dat moet de #USA gaan leiden? Ik vind het #koningshuis te duur, maar is minder slecht https://t.co/7Ikme7a08s",FALSE,0,NA,2016-10-20 09:22:56,FALSE,NA,"789034151844388864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","roelof60",0,FALSE,FALSE,NA,NA
"21","RT @jonlovett: It's a shame Trump is such a pathetic candidate because the Hillary campaign is an awesome operation built for a much better<U+2026>",FALSE,0,NA,2016-10-20 09:22:55,FALSE,NA,"789034151538286592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SuzanneTribe",442,TRUE,FALSE,NA,NA
"22","RT @ShennaFoxMusic: @Channel4News I'm sure we would ALL like to Congratulate Donald Trump on winning the final #Debates2016 #DrainTheSwamp<U+2026>",FALSE,0,NA,2016-10-20 09:22:55,FALSE,NA,"789034151483613185",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","shainawatsn1o5",33,TRUE,FALSE,NA,NA
"23","Trump can refuse to concede all he wants if he loses, the election results will still stand.",FALSE,0,NA,2016-10-20 09:22:55,FALSE,NA,"789034151227777024",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","dmlfan928",0,FALSE,FALSE,NA,NA
"24","RT @TrueEO: .@realDonaldTrump U could hear a pin drop at the Debate when Trump asked HRC 2 give the 25million$$$$$$$$$$back.... https://t.c<U+2026>",FALSE,0,NA,2016-10-20 09:22:55,FALSE,NA,"789034151168978944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HammUSMCretired",47,TRUE,FALSE,NA,NA
"25","RT @samkalidi: Reminder that women actually get assaulted by Trump and LGBT people get assaulted by Trump supporters. #debate https://t.co/<U+2026>",FALSE,0,NA,2016-10-20 09:22:55,FALSE,NA,"789034150699364352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MENDMAR1",178,TRUE,FALSE,NA,NA
"26","RT @Kasparov63: Trump's two core positions: America is weak &amp; corrupt and Putin is always right. Same message as Russian propaganda! https:<U+2026>",FALSE,0,NA,2016-10-20 09:22:55,FALSE,NA,"789034150468530177",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","theclaytyler",399,TRUE,FALSE,NA,NA
"27","5 momentos clave del <U+00FA>ltimo debate presidencial entre Clinton y Trump: Donald Trump estaba desarrollando su m... https://t.co/yn6PfaDwS7",FALSE,0,NA,2016-10-20 09:22:55,FALSE,NA,"789034150204354560",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","MundoNewsEc",0,FALSE,FALSE,NA,NA
